path,title,modul,kategoria,alkalmazas,cluster,risk,fr_count,fr_codes
EXCMD/b2-sztorno.md,Modul: Sztornókezelés,b2-sztorno,business,penztar-client,business,Magas,19,FR-SZT-01;FR-SZT-02;FR-SZT-03;FR-SZT-04;FR-SZT-05;FR-SZT-06;FR-SZT-07;FR-SZT-08;FR-SZT-09;FR-SZT-10;FR-SZT-11;FR-SZT-12;FR-SZT-13;FR-SZT-14;FR-SZT-15;FR-SZT-16;FR-SZT-17;FR-SZT-18;FR-SZT-19
EXCMD/b2-zaras-ablak.md,Modul: Zárás Ablak (zárás-wizard),b2-zaras-ablak,business,penztar-client,business,Magas,23,FR-ZAR-01;FR-ZAR-02;FR-ZAR-03;FR-ZAR-04;FR-ZAR-05;FR-ZAR-06;FR-ZAR-07;FR-ZAR-08;FR-ZAR-09;FR-ZAR-10;FR-ZAR-11;FR-ZAR-12;FR-ZAR-13;FR-ZAR-14;FR-ZAR-15;FR-ZAR-16;FR-ZAR-17;FR-ZAR-18;FR-ZAR-19;FR-ZAR-20;FR-ZAR-21;FR-ZAR-22;FR-ZAR-23
EXCMD/b2-zaras-kepernyok-bizonylatok.md,Zárás-képernyők és zárási bizonylatok (napi/dekád/havi/értéktári + címletezés),b2-zaras-kepernyok-bizonylatok,zaras,penztar-client,business,Magas,30,FR-ZARUI-01;FR-ZARUI-02;FR-ZARUI-03;FR-ZARUI-04;FR-ZARUI-05;FR-ZARUI-06;FR-ZARUI-07;FR-ZARUI-08;FR-ZARUI-09;FR-ZARUI-10;FR-ZARUI-11;FR-ZARUI-12;FR-ZARUI-13;FR-ZARUI-14;FR-ZARUI-15;FR-ZARUI-16;FR-ZARUI-17;FR-ZARUI-18;FR-ZARUI-19;FR-ZARUI-20;FR-ZARUI-21;FR-ZARUI-22;FR-ZARUI-23;FR-ZARUI-24;FR-ZARUI-25;FR-ZARUI-26;FR-ZARUI-27;FR-ZARUI-28;FR-ZARUI-29;FR-ZARUI-30
EXCMD/b3-arfolyam-karbantarto-hibalista.md,Modul: Árfolyam-karbantartó hibalista,b3-arfolyam-karbantarto-hibalista,business,penztar-client,business,Magas,19,FR-HL-01;FR-HL-02;FR-HL-03;FR-HL-04;FR-HL-05;FR-HL-06;FR-HL-07;FR-HL-08;FR-HL-09;FR-HL-10;FR-HL-11;FR-HL-12;FR-HL-13;FR-HL-14;FR-HL-15;FR-HL-16;FR-HL-17;FR-HL-18;FR-HL-19
EXCMD/b3-bank-api.md,Modul: Banki API integráció,b3-bank-api,business,penztar-client,business,Magas,2,FR-API-01;FR-API-02
EXCMD/b3-engedelyezes-adatok.md,Modul: Tranzakció-engedélyezéshez szükséges adatok,b3-engedelyezes-adatok,business,penztar-client,business,Magas,8,FR-AUTH-01;FR-AUTH-02;FR-AUTH-03;FR-AUTH-04;FR-AUTH-05;FR-AUTH-06;FR-AUTH-07;FR-AUTH-08
EXCMD/b3b-erb-egyedi-kotas.md,ERB Egyedi kötés (Raiffeisen bankkártyás szerződéskötési képernyő),b3b-erb-egyedi-kotas,bank-integracio,penztar-client,business,Magas,4,FR-ERB-01;FR-ERB-02;FR-ERB-03;FR-ERB-04
EXCMD/b4-bizonylatok.md,"Bizonylatok (forint átadás/átvétel, KKTG, pénztári bizonylatok)",b4-bizonylatok,bizonylatok,penztar-client,business,Magas,0,
EXCMD/b4-foglalo.md,Modul: Foglaló (ügyfél-előleg) felvétele és visszafizetése,b4-foglalo,business,penztar-client,business,Magas,0,
EXCMD/b5-fomenu.md,Modul: Régi Delphi valutaprogram — Főmenü struktúra,b5-fomenu,business,penztar-client,business,Magas,0,
EXCMD/b5-kezeles-cimletezes-engedelyezes.md,"Modul: Régi Delphi valutaprogram — Kezelési költség, címletezés, engedélyezés",b5-kezeles-cimletezes-engedelyezes,business,penztar-client,business,Magas,2,FR-KC-15;FR-KC-16
EXCMD/b5-penztar-mozgasok.md,Modul: Régi Delphi valutaprogram — Pénztárak közötti pénzmozgás,b5-penztar-mozgasok,business,penztar-client,business,Magas,0,
EXCMD/b5-penztarallas-listak.md,"Modul: Régi Delphi valutaprogram — Pénztárállás, bizonylat-szűrés, listák",b5-penztarallas-listak,business,penztar-client,business,Magas,0,
EXCMD/b5b-bizonylat-szures.md,Bizonylatok szűrése képernyő,b5b-bizonylat-szures,bizonylatok,penztar-client,business,Magas,5,FR-BSZUR-01;FR-BSZUR-02;FR-BSZUR-03;FR-BSZUR-04;FR-BSZUR-05
EXCMD/b6-beallitasok.md,Beállítások (jelszóval védett konfigurációs képernyők),b6-beallitasok,beallitasok,penztar-client,business,Magas,0,
EXCMD/b6b-egyeb-feladatok-menu.md,Egyéb feladatok menü (NAV pénztárgép + OTP POS + adatlapok),b6b-egyeb-feladatok-menu,penztar-muveletek,penztar-client,business,Magas,4,FR-EFM-01;FR-EFM-02;FR-EFM-03;FR-EFM-04
EXCMD/b7-fejlesztesi-lepesek-spec.md,Modul: Fejlesztesi lepesek + rendszerfunkciok + adatmodell-szabalyok (Valuta),b7-fejlesztesi-lepesek-spec,business,penztar-client,business,Magas,0,
EXCMD/b7-igenyfelmeres-interjuk.md,Modul: Igenyfelmeres es uzleti igenyek (Valuta),b7-igenyfelmeres-interjuk,business,penztar-client,business,Magas,0,
EXCMD/b7-uzemeltetes-megbeszeles.md,Modul: EXZ+EXV uzemeltetes es jelenlegi rendszer-architektura (Valuta),b7-uzemeltetes-megbeszeles,business,penztar-client,business,Magas,0,
EXCMD/b8-atadas-atvetel-wu-afa-kktg.md,"Modul: Átadás-átvétel, Western Union, ÁFA, kezelési költség, haszon",b8-atadas-atvetel-wu-afa-kktg,business,penztar-client,business,Magas,0,
EXCMD/b8-atlagarfolyam.md,Modul: Átlagárfolyam riport,b8-atlagarfolyam,business,penztar-client,business,Magas,0,
EXCMD/b8-forgalom-keszlet-riportok.md,Forgalmi és készlet riportok,b8-forgalom-keszlet-riportok,riportok,penztar-client,business,Magas,0,
EXCMD/b8-terrorlista-szankcios.md,Modul: Terror / szankciós lista,b8-terrorlista-szankcios,business,penztar-client,business,Magas,0,
EXCMD/b9-korlevelek-compliance.md,Modul: Körlevelek mint compliance/AML követelmény,b9-korlevelek-compliance,business,penztar-client,business,Magas,0,
EXCMD/b9-munkavallalo-nyilvantartas.md,Modul: Munkavállaló-nyilvántartás (dolgozói törzs),b9-munkavallalo-nyilvantartas,business,penztar-client,business,Magas,0,
EXCMD/ertektar_atadas_szallito_plomba_kodrevizio_javitasi_utasitas.md,"Ertektari atadas-atvetel - szallito es plombaszam kodrevizio, javitasi utasitas",ertektar_atadas_szallito_plomba_kodrevizio_javitasi_utasitas,business,penztar-client,business,Kozepes,0,
EXCMD/ertektar_felhasznalokezeles_google_oauth_szemelyes_belepes_kodaudit_javitasi_utasitas.md,Értéktári felhasználókezelés és személyes belépés - kódaudit és javítási utasítás,ertektar_felhasznalokezeles_google_oauth_szemelyes_belepes_kodaudit_javitasi_utasitas,business,penztar-client,business,Magas,0,
EXCMD/FK-007_ertektar_kartyan_valutanemek_kodaudit_javitasi_utasitas.md,FK-007 kódaudit és javítási utasítás,FK-007_ertektar_kartyan_valutanemek_kodaudit_javitasi_utasitas,business,penztar-client,business,Alacsony,0,
EXCMD/FK02-B_csoport_arfolyamlap_javitasok_findingok.md,"FK02-B Csoport Árfolyamlap - Audit, Findingok és Javítási Útmutató",FK02-B_csoport_arfolyamlap_javitasok_findingok,business,penztar-client,business,Magas,0,
EXCMD/FK02-C_irodak_lista_szures_kodrevizio_es_javitasi_utasitas.md,FK02-C - Irodák listájának szűrése: kódrevízió és javítási utasítás,FK02-C_irodak_lista_szures_kodrevizio_es_javitasi_utasitas,business,penztar-client,business,Magas,0,
EXCMD/legacy/00-VALUTA-modul-terkep.md,Anti / VALUTA legacy modul-térkép (primer forrás: a tényleges .dpr/.pas fájlrendszer),00-VALUTA-modul-terkep,legacy-overview,penztar-client,legacy-overview,Magas,0,
EXCMD/legacy/01-ANTI-osszegzes.md,Anti legacy feldolgozás — konszolidált összegzés (primer forrásból),01-ANTI-osszegzes,legacy-overview,penztar-client,legacy-overview,Magas,0,
EXCMD/legacy/02-ARFOLYAM-binaris-visszafejtes.md,Anti / ARFOLYAM (árfolyamkészítő) — bináris-visszafejtésből nyert tudás,02-ARFOLYAM-binaris-visszafejtes,legacy-overview,penztar-client,legacy-overview,Magas,0,
EXCMD/legacy/03-FELDOLGOZAS-KESZ.md,"Anti-Legacy teljes feldolgozás — KÉSZ (egy sprint, autonóm, bináris mélységig)",03-FELDOLGOZAS-KESZ,legacy-overview,penztar-client,legacy-overview,Magas,0,
EXCMD/legacy/04-ERTEKTAR-SZERVER-modul-terkep.md,ERTEKTAR + SZERVER legacy alrendszer modul-térkép,04-ERTEKTAR-SZERVER-modul-terkep,legacy-overview,penztar-client,legacy-overview,Magas,0,
EXCMD/legacy/05-TELJES-FORRAS-LEFEDETTSEG.md,Anti-Legacy — TELJES forrás-lefedettség (minden .dpr modulnak van MD-je),05-TELJES-FORRAS-LEFEDETTSEG,legacy-overview,penztar-client,legacy-overview,Kozepes,0,
EXCMD/legacy/06-FEJLESZT-VERIFIKACIO-EREDMENY.md,SZERVER/fejleszt (174 modul) verifikáció a jelenlegi kód ellen — eredmény,06-FEJLESZT-VERIFIKACIO-EREDMENY,legacy-overview,penztar-client,legacy-overview,Magas,0,
EXCMD/legacy/modules/_BASEDLL.md,Legacy modul: _BASEDLL,_BASEDLL,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/ADATLAP.md,Legacy modul (VALUTA): ADATLAP,ADATLAP,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/AFATABLA.md,Legacy modul (VALUTA): AFATABLA,AFATABLA,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/ARFDISP.md,Legacy modul (VALUTA): ARFDISP,ARFDISP,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/ARFREG.md,Legacy modul (VALUTA): ARFREG,ARFREG,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/ARFTMK.md,Legacy modul (VALUTA): ARFTMK,ARFTMK,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/ARFVALT.md,Legacy modul: ARFVALT,ARFVALT,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/ATADOLAP.md,Legacy modul: ATADOLAP,ATADOLAP,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/ATADVET.md,Legacy modul: ATADVET,ATADVET,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/BIGARFVALT.md,Legacy modul: BIGARFVALT,BIGARFVALT,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/BIGCTRL.md,Legacy modul: BIGCTRL,BIGCTRL,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/BIZODISP.md,Legacy modul: BIZODISP,BIZODISP,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/BLOKNYOM.md,Legacy modul: BLOKNYOM,BLOKNYOM,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/CHECKLST.md,Legacy modul: CHECKLST,CHECKLST,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/CIMLCTRL.md,Legacy modul: CIMLCTRL,CIMLCTRL,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/CIMLET.md,Legacy modul: CIMLET,CIMLET,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/CIMLMENU.md,Legacy modul: CIMLMENU,CIMLMENU,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/CIMLNYOM.md,Legacy modul: CIMLNYOM,CIMLNYOM,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/CIMSETUP.md,Legacy modul: CIMSETUP,CIMSETUP,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/CONFIDEN.md,Legacy modul: CONFIDEN,CONFIDEN,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/CONFIRM.md,Legacy modul: CONFIRM,CONFIRM,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/COPY2FTP.md,Legacy modul: COPY2FTP,COPY2FTP,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/DEKRUTIN.md,Legacy modul: DEKRUTIN,DEKRUTIN,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/DOCDISP.md,Legacy modul: DOCDISP,DOCDISP,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/ELADAS.md,Legacy modul: ELADAS,ELADAS,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/ESTIZAR.md,Legacy modul: ESTIZAR,ESTIZAR,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/EUAKCIO.md,Legacy modul: EUAKCIO,EUAKCIO,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/FIRSTCTRL.md,Legacy modul: FIRSTCTRL,FIRSTCTRL,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/FNYUJSAG.md,Legacy modul: FNYUJSAG,FNYUJSAG,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/FOGLALO.md,Legacy modul: FOGLALO,FOGLALO,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/FOGLREND.md,Legacy modul: FOGLREND,FOGLREND,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/FORGOSSZ.md,Legacy modul: FORGOSSZ,FORGOSSZ,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/GEPSETUP.md,Legacy modul: GEPSETUP,GEPSETUP,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/GETARF.md,Legacy modul: GETARF,GETARF,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/GETENGED.md,Legacy modul: GETENGED,GETENGED,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/GETFIZE.md,Legacy modul: GETFIZE,GETFIZE,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/GETISO.md,Legacy modul: GETISO,GETISO,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/GETNYUGT.md,Legacy modul: GETNYUGT,GETNYUGT,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/GETPLOMB.md,Legacy modul: GETPLOMB,GETPLOMB,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/GETPTAR.md,Legacy modul: GETPTAR,GETPTAR,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/GETSTATUS.md,Legacy modul: GETSTATUS,GETSTATUS,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/GETWCEG.md,Legacy modul: GETWCEG,GETWCEG,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/GETWUGYF.md,Legacy modul: GETWUGYF,GETWUGYF,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/GONGBACK.md,Legacy modul: GONGBACK,GONGBACK,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/HAVIZAR.md,Legacy modul: HAVIZAR,HAVIZAR,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/HRKATADO.md,Legacy modul: HRKATADO,HRKATADO,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/HRKZARO.md,Legacy modul: HRKZARO,HRKZARO,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/IBVALTO.md,Legacy modul (VALUTA): IBVALTO,IBVALTO,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/IDOSZAK.md,Legacy modul: IDOSZAK,IDOSZAK,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/KCIMLET.md,Legacy modul: KCIMLET,KCIMLET,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/KELLCIM.md,Legacy modul: KELLCIM,KELLCIM,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/KESZEDIT.md,Legacy modul: KESZEDIT,KESZEDIT,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/KESZUP.md,Legacy modul: KESZUP,KESZUP,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/KEZDEKAD.md,Legacy modul: KEZDEKAD,KEZDEKAD,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/KEZDIJ.md,Legacy modul: KEZDIJ,KEZDIJ,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/KEZDKEDV.md,Legacy modul: KEZDKEDV,KEZDKEDV,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/KISARFVALT.md,Legacy modul: KISARFVALT,KISARFVALT,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/KISCIMLET.md,Legacy modul: KISCIMLET,KISCIMLET,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/KISUGYFEL.md,Legacy modul: KISUGYFEL,KISUGYFEL,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/KORLEV.md,Legacy modul: KORLEV,KORLEV,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/LISTAK.md,Legacy modul: LISTAK,LISTAK,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/LOGDISP.md,Legacy modul: LOGDISP,LOGDISP,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/LOGIRO.md,Legacy modul: LOGIRO,LOGIRO,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/MAIFORG.md,Legacy modul: MAIFORG,MAIFORG,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/MAKTABLAK.md,Legacy modul: MAKTABLAK,MAKTABLAK,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/MATPTAR.md,Legacy modul: MATPTAR,MATPTAR,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/MATREGEN.md,Legacy modul: MATREGEN,MATREGEN,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/MENTES.md,Legacy modul: MENTES,MENTES,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/METRO.md,Legacy modul: METRO,METRO,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/NAPIFORG.md,Legacy modul: NAPIFORG,NAPIFORG,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/NAPIJEL.md,Legacy modul: NAPIJEL,NAPIJEL,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/NAPIKEZD.md,Legacy modul: NAPIKEZD,NAPIKEZD,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/NAPKONYV.md,Legacy modul: NAPKONYV,NAPKONYV,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/NAPZAR.md,Legacy modul: NAPZAR,NAPZAR,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/NAVZARO.md,Legacy modul: NAVZARO,NAVZARO,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/NZNYOMT.md,Legacy modul: NZNYOMT,NZNYOMT,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/OTHERTSK.md,Legacy modul: OTHERTSK,OTHERTSK,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/OTP.md,Legacy modul: OTP,OTP,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/OTPLOG.md,Legacy modul: OTPLOG,OTPLOG,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/PAUSDISP.md,Legacy modul: PAUSDISP,PAUSDISP,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/PILLALL.md,Legacy modul: PILLALL,PILLALL,legacy-valuta,penztar-client,legacy-valuta,Magas,0,
EXCMD/legacy/modules/PILLKESZ.md,Legacy modul: PILLKESZ,PILLKESZ,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/PROCEND.md,Legacy modul: PROCEND,PROCEND,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/PROSBE.md,Legacy modul: PROSBE,PROSBE,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
EXCMD/legacy/modules/PROSKI.md,Legacy modul: PROSKI,PROSKI,legacy-valuta,penztar-client,legacy-valuta,Kozepes,0,
EXCMD/legacy/modules/PROSTMK.md,Legacy modul: PROSTMK,PROSTMK,legacy-valuta,penztar-client,legacy-valuta,Alacsony,0,
